hours_played_sitting,number_of_tables,vluntarily_put_money_into_pot,pot_preflop_raising,went_to_showdown,player_country,player_pro_y_n,player_prev_location,EVENT_TIMESTAMP,EVENT_LABEL
25.0,614.0,49.0,73.0,326.0,RUS,No,Key West,2023-07-24 08:51:03,legit
34.0,781.0,20.0,57.0,109.0,USA,Yes,Key West,2023-07-24 08:51:28,fraud
29.0,529.0,32.0,41.0,244.0,RUS,Yes,Orlando,2023-07-24 08:50:48,legit
30.0,604.0,26.0,64.0,185.0,RUS,No,Key West,2023-07-24 08:51:04,fraud
32.0,665.0,26.0,37.0,162.0,CAN,No,Orlando,2023-07-24 08:51:03,legit
34.0,540.0,32.0,30.0,171.0,CAN,Yes,Orlando,2023-07-24 08:51:00,legit
32.0,369.0,45.0,73.0,311.0,CAN,No,Tampa,2023-07-24 08:50:38,fraud
15.0,497.0,37.0,61.0,358.0,RUS,Yes,Orlando,2023-07-24 08:51:18,legit
16.0,481.0,37.0,62.0,323.0,CAN,Yes,Tampa,2023-07-24 08:51:11,legit
16.0,441.0,23.0,74.0,394.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
20.0,485.0,37.0,41.0,274.0,CAN,No,Tampa,2023-07-24 08:51:09,fraud
14.0,310.0,25.0,49.0,404.0,RUS,Yes,Tampa,2023-07-24 08:50:52,legit
27.0,534.0,30.0,32.0,251.0,CAN,Yes,Orlando,2023-07-24 08:50:56,legit
29.0,575.0,30.0,22.0,224.0,CAN,Yes,Tampa,2023-07-24 08:50:44,legit
28.0,510.0,32.0,25.0,188.0,CAN,Yes,Orlando,2023-07-24 08:50:55,legit
27.0,573.0,32.0,30.0,260.0,CAN,Yes,Tampa,2023-07-24 08:51:08,legit
33.0,501.0,34.0,39.0,189.0,CAN,Yes,Orlando,2023-07-24 08:51:13,legit
33.0,523.0,34.0,44.0,161.0,CAN,Yes,Orlando,2023-07-24 08:50:54,legit
23.0,488.0,43.0,60.0,350.0,RUS,Yes,Tampa,2023-07-24 08:51:07,legit
21.0,315.0,36.0,47.0,404.0,RUS,Yes,Tampa,2023-07-24 08:51:30,legit
16.0,391.0,28.0,67.0,349.0,RUS,No,Key West,2023-07-24 08:51:35,legit
35.0,512.0,40.0,47.0,192.0,CAN,No,Orlando,2023-07-24 08:51:22,legit
27.0,393.0,44.0,65.0,286.0,RUS,No,Key West,2023-07-24 08:50:43,fraud
26.0,392.0,43.0,46.0,297.0,RUS,Yes,Orlando,2023-07-24 08:50:51,legit
29.0,491.0,45.0,53.0,201.0,UK,No,Tampa,2023-07-24 08:51:04,legit
27.0,479.0,37.0,34.0,295.0,RUS,Yes,Orlando,2023-07-24 08:51:02,legit
16.0,421.0,29.0,50.0,414.0,RUS,No,Key West,2023-07-24 08:50:49,legit
20.0,358.0,29.0,53.0,419.0,RUS,No,Key West,2023-07-24 08:51:05,legit
20.0,343.0,37.0,39.0,239.0,RUS,No,Tampa,2023-07-24 08:51:26,fraud
30.0,488.0,40.0,40.0,227.0,CAN,No,Orlando,2023-07-24 08:51:20,legit
22.0,589.0,32.0,76.0,357.0,USA,No,Miami,2023-07-24 08:51:21,legit
35.0,494.0,32.0,79.0,241.0,RUS,Yes,Tampa,2023-07-24 08:50:42,fraud
20.0,390.0,33.0,58.0,365.0,RUS,Yes,Key West,2023-07-24 08:51:11,legit
21.0,552.0,47.0,59.0,374.0,RUS,Yes,Key West,2023-07-24 08:51:31,legit
17.0,318.0,40.0,30.0,330.0,CAN,No,Orlando,2023-07-24 08:50:53,fraud
20.0,454.0,32.0,64.0,397.0,RUS,No,Key West,2023-07-24 08:51:22,legit
29.0,789.0,36.0,59.0,244.0,RUS,Yes,Tampa,2023-07-24 08:50:40,fraud
31.0,493.0,38.0,40.0,211.0,CAN,No,Orlando,2023-07-24 08:50:56,legit
24.0,463.0,40.0,26.0,270.0,CAN,Yes,Tampa,2023-07-24 08:50:44,legit
26.0,382.0,46.0,46.0,281.0,CAN,Yes,Orlando,2023-07-24 08:51:32,legit
22.0,381.0,51.0,67.0,265.0,RUS,No,Tampa,2023-07-24 08:51:16,fraud
32.0,552.0,34.0,40.0,201.0,CAN,Yes,Orlando,2023-07-24 08:50:47,legit
25.0,674.0,41.0,68.0,391.0,RUS,Yes,Tampa,2023-07-24 08:51:12,legit
22.0,474.0,38.0,54.0,404.0,RUS,No,Tampa,2023-07-24 08:51:14,legit
20.0,742.0,50.0,85.0,256.0,RUS,Yes,Tampa,2023-07-24 08:50:56,legit
24.0,390.0,46.0,45.0,300.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
34.0,520.0,36.0,45.0,182.0,RUS,Yes,Orlando,2023-07-24 08:50:42,legit
16.0,599.0,38.0,74.0,357.0,RUS,No,Tampa,2023-07-24 08:51:29,legit
14.0,370.0,30.0,70.0,341.0,RUS,Yes,Tampa,2023-07-24 08:51:23,legit
18.0,470.0,34.0,74.0,419.0,USA,Yes,Tampa,2023-07-24 08:51:10,legit
30.0,225.0,22.0,69.0,225.0,RUS,No,Key West,2023-07-24 08:50:48,fraud
28.0,589.0,36.0,70.0,391.0,RUS,No,Key West,2023-07-24 08:50:40,legit
20.0,436.0,46.0,64.0,236.0,CAN,Yes,Key West,2023-07-24 08:51:29,legit
34.0,464.0,39.0,39.0,219.0,RUS,Yes,Orlando,2023-07-24 08:51:05,legit
16.0,450.0,35.0,51.0,398.0,RUS,Yes,Tampa,2023-07-24 08:51:24,legit
16.0,360.0,26.0,57.0,383.0,RUS,No,Key West,2023-07-24 08:51:14,legit
17.0,106.0,21.0,60.0,400.0,RUS,Yes,Tampa,2023-07-24 08:50:51,legit
23.0,521.0,34.0,35.0,280.0,CAN,No,Tampa,2023-07-24 08:51:00,legit
23.0,614.0,46.0,53.0,134.0,RUS,No,Tampa,2023-07-24 08:50:53,fraud
19.0,452.0,19.0,43.0,227.0,RUS,No,Key West,2023-07-24 08:51:14,fraud
35.0,499.0,36.0,43.0,220.0,CAN,Yes,Orlando,2023-07-24 08:50:57,legit
36.0,464.0,40.0,46.0,167.0,CAN,Yes,Jacksonville,2023-07-24 08:51:12,legit
16.0,514.0,34.0,69.0,342.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
36.0,597.0,32.0,43.0,117.0,CAN,No,Orlando,2023-07-24 08:50:42,legit
16.0,462.0,27.0,57.0,378.0,RUS,No,Tampa,2023-07-24 08:51:02,legit
26.0,589.0,36.0,65.0,263.0,RUS,Yes,Tampa,2023-07-24 08:51:03,fraud
31.0,482.0,39.0,45.0,216.0,CAN,Yes,Orlando,2023-07-24 08:51:12,legit
34.0,548.0,34.0,41.0,158.0,CAN,No,Orlando,2023-07-24 08:51:12,legit
20.0,487.0,55.0,63.0,297.0,CAN,Yes,Tampa,2023-07-24 08:50:42,legit
28.0,502.0,39.0,36.0,237.0,CAN,Yes,Tampa,2023-07-24 08:50:56,legit
17.0,311.0,40.0,50.0,344.0,RUS,Yes,Tampa,2023-07-24 08:51:00,legit
32.0,528.0,37.0,49.0,187.0,CAN,No,Orlando,2023-07-24 08:51:31,legit
13.0,367.0,34.0,56.0,360.0,RUS,Yes,Tampa,2023-07-24 08:51:13,legit
21.0,515.0,35.0,69.0,373.0,RUS,No,Key West,2023-07-24 08:51:18,legit
18.0,350.0,37.0,45.0,362.0,RUS,No,Key West,2023-07-24 08:51:34,legit
26.0,466.0,31.0,81.0,340.0,RUS,Yes,Key West,2023-07-24 08:50:59,fraud
33.0,485.0,36.0,28.0,220.0,RUS,Yes,Orlando,2023-07-24 08:51:02,legit
30.0,552.0,36.0,41.0,185.0,UK,No,Orlando,2023-07-24 08:51:25,legit
24.0,543.0,22.0,76.0,376.0,RUS,No,Key West,2023-07-24 08:51:37,legit
20.0,354.0,40.0,52.0,369.0,RUS,Yes,Orlando,2023-07-24 08:51:31,legit
35.0,537.0,35.0,49.0,175.0,RUS,Yes,Orlando,2023-07-24 08:50:50,legit
21.0,641.0,26.0,80.0,369.0,RUS,No,Key West,2023-07-24 08:51:22,legit
30.0,516.0,35.0,37.0,273.0,RUS,Yes,Orlando,2023-07-24 08:51:31,legit
30.0,482.0,36.0,52.0,217.0,CAN,Yes,Jacksonville,2023-07-24 08:51:27,legit
34.0,601.0,30.0,45.0,134.0,CAN,No,Orlando,2023-07-24 08:51:36,legit
23.0,402.0,33.0,55.0,402.0,USA,Yes,Key West,2023-07-24 08:51:15,legit
31.0,409.0,48.0,51.0,229.0,CAN,No,Orlando,2023-07-24 08:50:50,legit
18.0,472.0,38.0,56.0,414.0,RUS,Yes,Tampa,2023-07-24 08:51:29,legit
21.0,471.0,26.0,52.0,157.0,RUS,No,Key West,2023-07-24 08:50:50,fraud
31.0,587.0,30.0,27.0,228.0,CAN,Yes,Tampa,2023-07-24 08:50:53,legit
19.0,634.0,49.0,67.0,313.0,RUS,Yes,Key West,2023-07-24 08:51:28,legit
32.0,499.0,42.0,38.0,203.0,UK,No,Orlando,2023-07-24 08:51:06,legit
27.0,496.0,37.0,42.0,236.0,CAN,Yes,Orlando,2023-07-24 08:51:27,legit
27.0,481.0,35.0,34.0,231.0,CAN,Yes,Orlando,2023-07-24 08:51:11,legit
12.0,335.0,19.0,57.0,374.0,RUS,Yes,Key West,2023-07-24 08:50:42,legit
25.0,390.0,45.0,41.0,286.0,CAN,Yes,Orlando,2023-07-24 08:50:59,legit
3.0,224.0,6.0,35.0,202.0,RUS,No,Key West,2023-07-24 08:51:23,fraud
30.0,448.0,40.0,61.0,217.0,RUS,Yes,Jacksonville,2023-07-24 08:51:18,legit
31.0,431.0,41.0,48.0,189.0,CAN,Yes,Orlando,2023-07-24 08:51:27,legit
38.0,646.0,16.0,71.0,82.0,RUS,Yes,Tampa,2023-07-24 08:51:00,fraud
24.0,649.0,38.0,58.0,353.0,RUS,No,Key West,2023-07-24 08:51:08,legit
36.0,465.0,44.0,42.0,245.0,RUS,Yes,Orlando,2023-07-24 08:50:55,legit
15.0,550.0,44.0,71.0,283.0,CAN,Yes,Tampa,2023-07-24 08:50:45,legit
16.0,533.0,40.0,68.0,331.0,CAN,Yes,Tampa,2023-07-24 08:50:50,legit
27.0,450.0,38.0,39.0,250.0,CAN,Yes,Orlando,2023-07-24 08:51:36,legit
32.0,466.0,38.0,53.0,167.0,CAN,Yes,Jacksonville,2023-07-24 08:51:26,legit
31.0,505.0,37.0,32.0,213.0,CAN,Yes,Orlando,2023-07-24 08:50:56,legit
28.0,374.0,50.0,45.0,316.0,CAN,No,Tampa,2023-07-24 08:51:21,legit
27.0,503.0,37.0,50.0,397.0,RUS,Yes,Key West,2023-07-24 08:51:25,legit
29.0,401.0,51.0,50.0,233.0,CAN,No,Orlando,2023-07-24 08:50:52,legit
24.0,325.0,33.0,59.0,419.0,USA,Yes,Orlando,2023-07-24 08:51:12,legit
15.0,422.0,29.0,71.0,369.0,USA,Yes,Key West,2023-07-24 08:51:25,legit
25.0,532.0,44.0,55.0,287.0,CAN,Yes,Tampa,2023-07-24 08:51:26,legit
35.0,542.0,32.0,39.0,131.0,CAN,Yes,Orlando,2023-07-24 08:50:43,legit
33.0,400.0,52.0,59.0,208.0,CAN,No,Orlando,2023-07-24 08:50:56,legit
29.0,564.0,35.0,32.0,228.0,CAN,No,Tampa,2023-07-24 08:51:15,legit
18.0,403.0,41.0,48.0,351.0,RUS,Yes,Tampa,2023-07-24 08:50:50,legit
35.0,569.0,32.0,49.0,175.0,CAN,No,Orlando,2023-07-24 08:51:37,legit
28.0,479.0,38.0,36.0,271.0,CAN,Yes,Orlando,2023-07-24 08:50:52,legit
32.0,551.0,32.0,40.0,245.0,RUS,Yes,Orlando,2023-07-24 08:51:04,legit
23.0,322.0,30.0,48.0,407.0,RUS,Yes,Tampa,2023-07-24 08:51:17,legit
21.0,402.0,33.0,71.0,393.0,RUS,Yes,Tampa,2023-07-24 08:51:14,legit
28.0,462.0,42.0,36.0,241.0,CAN,Yes,Orlando,2023-07-24 08:51:07,legit
15.0,471.0,43.0,47.0,329.0,CAN,Yes,Tampa,2023-07-24 08:50:45,legit
19.0,493.0,54.0,48.0,291.0,CAN,Yes,Tampa,2023-07-24 08:51:25,legit
24.0,516.0,32.0,61.0,376.0,RUS,No,Key West,2023-07-24 08:51:03,legit
22.0,462.0,14.0,41.0,243.0,RUS,No,Miami,2023-07-24 08:50:51,fraud
30.0,492.0,41.0,34.0,245.0,CAN,Yes,Tampa,2023-07-24 08:51:01,legit
28.0,445.0,41.0,43.0,235.0,CAN,Yes,Orlando,2023-07-24 08:51:20,legit
31.0,432.0,42.0,41.0,224.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
19.0,469.0,27.0,62.0,384.0,RUS,Yes,Tampa,2023-07-24 08:51:24,legit
20.0,595.0,29.0,65.0,370.0,RUS,No,Key West,2023-07-24 08:51:14,legit
15.0,324.0,32.0,57.0,354.0,RUS,No,Key West,2023-07-24 08:51:09,legit
35.0,566.0,31.0,41.0,154.0,CAN,Yes,Orlando,2023-07-24 08:50:56,legit
30.0,481.0,38.0,35.0,275.0,CAN,Yes,Tampa,2023-07-24 08:51:26,legit
21.0,451.0,34.0,55.0,405.0,RUS,Yes,Key West,2023-07-24 08:51:05,legit
26.0,540.0,33.0,32.0,248.0,CAN,Yes,Orlando,2023-07-24 08:51:27,legit
21.0,682.0,36.0,68.0,358.0,RUS,No,Key West,2023-07-24 08:50:43,legit
27.0,538.0,32.0,50.0,197.0,UK,No,Orlando,2023-07-24 08:50:38,legit
13.0,471.0,42.0,60.0,340.0,RUS,Yes,Tampa,2023-07-24 08:51:03,legit
29.0,440.0,42.0,43.0,249.0,CAN,Yes,Orlando,2023-07-24 08:51:20,legit
32.0,336.0,38.0,52.0,202.0,RUS,No,Key West,2023-07-24 08:51:34,fraud
17.0,453.0,35.0,72.0,341.0,RUS,No,Key West,2023-07-24 08:50:53,legit
32.0,406.0,44.0,47.0,222.0,CAN,No,Orlando,2023-07-24 08:51:04,legit
21.0,666.0,48.0,39.0,173.0,RUS,No,Tampa,2023-07-24 08:51:03,fraud
25.0,375.0,44.0,42.0,280.0,CAN,Yes,Orlando,2023-07-24 08:51:09,legit
20.0,468.0,31.0,61.0,378.0,RUS,Yes,Key West,2023-07-24 08:51:27,legit
19.0,517.0,41.0,71.0,350.0,RUS,Yes,Tampa,2023-07-24 08:50:37,legit
14.0,525.0,41.0,63.0,336.0,CAN,Yes,Tampa,2023-07-24 08:51:17,legit
29.0,539.0,32.0,26.0,235.0,CAN,Yes,Orlando,2023-07-24 08:51:08,legit
17.0,396.0,31.0,74.0,361.0,RUS,No,Key West,2023-07-24 08:50:37,legit
18.0,481.0,29.0,69.0,375.0,RUS,Yes,Tampa,2023-07-24 08:51:34,legit
21.0,393.0,41.0,44.0,211.0,RUS,No,Tampa,2023-07-24 08:51:00,fraud
34.0,624.0,27.0,37.0,152.0,CAN,No,Orlando,2023-07-24 08:50:40,legit
35.0,483.0,43.0,42.0,195.0,UK,No,Tampa,2023-07-24 08:50:55,legit
10.0,279.0,31.0,67.0,364.0,RUS,Yes,Tampa,2023-07-24 08:51:06,legit
23.0,531.0,46.0,53.0,362.0,RUS,No,Key West,2023-07-24 08:51:11,legit
15.0,593.0,28.0,68.0,341.0,RUS,No,Key West,2023-07-24 08:51:09,legit
34.0,434.0,41.0,46.0,222.0,RUS,Yes,Orlando,2023-07-24 08:51:21,legit
25.0,360.0,49.0,42.0,355.0,CAN,Yes,Orlando,2023-07-24 08:51:19,legit
17.0,576.0,40.0,68.0,361.0,RUS,Yes,Key West,2023-07-24 08:51:03,legit
27.0,359.0,51.0,58.0,276.0,CAN,No,Orlando,2023-07-24 08:51:09,legit
19.0,587.0,35.0,71.0,364.0,RUS,No,Key West,2023-07-24 08:50:41,legit
22.0,540.0,33.0,51.0,339.0,RUS,No,Miami,2023-07-24 08:51:02,legit
16.0,372.0,47.0,41.0,366.0,UK,No,Tampa,2023-07-24 08:51:26,legit
30.0,467.0,37.0,38.0,241.0,RUS,Yes,Orlando,2023-07-24 08:51:35,legit
26.0,412.0,44.0,53.0,242.0,CAN,Yes,Orlando,2023-07-24 08:50:53,legit
35.0,456.0,45.0,59.0,181.0,CAN,No,Orlando,2023-07-24 08:50:46,legit
27.0,576.0,28.0,26.0,246.0,CAN,Yes,Orlando,2023-07-24 08:51:15,legit
28.0,432.0,45.0,55.0,255.0,CAN,No,Orlando,2023-07-24 08:50:56,legit
14.0,467.0,38.0,68.0,315.0,RUS,Yes,Key West,2023-07-24 08:51:23,legit
16.0,461.0,26.0,51.0,410.0,RUS,No,Tampa,2023-07-24 08:51:27,legit
31.0,500.0,38.0,46.0,208.0,CAN,No,Orlando,2023-07-24 08:51:29,legit
19.0,620.0,49.0,61.0,331.0,CAN,No,Tampa,2023-07-24 08:50:44,legit
19.0,516.0,52.0,66.0,294.0,RUS,Yes,Key West,2023-07-24 08:51:21,legit
14.0,496.0,38.0,54.0,348.0,RUS,Yes,Tampa,2023-07-24 08:50:38,legit
27.0,426.0,46.0,44.0,271.0,CAN,No,Orlando,2023-07-24 08:51:31,legit
29.0,465.0,37.0,34.0,281.0,RUS,Yes,Tampa,2023-07-24 08:50:47,legit
15.0,550.0,32.0,41.0,216.0,RUS,No,Key West,2023-07-24 08:51:05,fraud
26.0,403.0,42.0,56.0,241.0,CAN,Yes,Orlando,2023-07-24 08:50:46,legit
18.0,580.0,34.0,64.0,354.0,RUS,Yes,Key West,2023-07-24 08:51:35,legit
21.0,565.0,29.0,65.0,399.0,RUS,No,Tampa,2023-07-24 08:51:09,legit
31.0,568.0,28.0,30.0,171.0,CAN,Yes,Orlando,2023-07-24 08:51:28,legit
19.0,498.0,54.0,56.0,321.0,CAN,Yes,Tampa,2023-07-24 08:50:44,legit
29.0,437.0,44.0,48.0,247.0,CAN,No,Orlando,2023-07-24 08:51:12,legit
31.0,263.0,44.0,55.0,237.0,RUS,No,Tampa,2023-07-24 08:51:11,fraud
21.0,522.0,37.0,62.0,325.0,RUS,Yes,Key West,2023-07-24 08:50:39,legit
25.0,295.0,56.0,56.0,321.0,CAN,No,Orlando,2023-07-24 08:51:10,legit
29.0,467.0,40.0,42.0,261.0,CAN,Yes,Orlando,2023-07-24 08:50:37,legit
22.0,667.0,44.0,41.0,216.0,USA,No,Key West,2023-07-24 08:50:42,fraud
19.0,587.0,40.0,74.0,334.0,RUS,Yes,Key West,2023-07-24 08:51:36,fraud
26.0,372.0,36.0,59.0,192.0,RUS,No,Key West,2023-07-24 08:51:19,fraud
35.0,559.0,31.0,35.0,168.0,RUS,Yes,Jacksonville,2023-07-24 08:50:44,legit
25.0,435.0,39.0,46.0,252.0,CAN,Yes,Orlando,2023-07-24 08:50:58,legit
16.0,512.0,41.0,54.0,349.0,RUS,No,Tampa,2023-07-24 08:51:04,legit
17.0,409.0,43.0,36.0,277.0,RUS,No,Tampa,2023-07-24 08:51:12,fraud
17.0,498.0,30.0,65.0,347.0,RUS,No,Key West,2023-07-24 08:51:20,legit
31.0,456.0,38.0,52.0,195.0,CAN,Yes,Jacksonville,2023-07-24 08:50:42,legit
27.0,436.0,43.0,40.0,238.0,CAN,Yes,Orlando,2023-07-24 08:51:18,legit
31.0,434.0,46.0,54.0,226.0,CAN,No,Tampa,2023-07-24 08:51:31,legit
18.0,500.0,13.0,80.0,423.0,USA,Yes,Key West,2023-07-24 08:51:03,legit
32.0,466.0,42.0,38.0,314.0,RUS,Yes,Orlando,2023-07-24 08:51:29,legit
35.0,598.0,30.0,36.0,158.0,CAN,No,Tampa,2023-07-24 08:50:54,legit
27.0,359.0,52.0,50.0,279.0,CAN,No,Orlando,2023-07-24 08:51:07,legit
25.0,671.0,38.0,72.0,400.0,USA,No,Tampa,2023-07-24 08:51:18,legit
22.0,581.0,33.0,42.0,220.0,RUS,No,Tampa,2023-07-24 08:50:38,fraud
16.0,604.0,47.0,45.0,114.0,RUS,No,Tampa,2023-07-24 08:51:01,fraud
20.0,525.0,33.0,70.0,411.0,USA,No,Key West,2023-07-24 08:51:23,legit
36.0,442.0,46.0,50.0,191.0,CAN,No,Orlando,2023-07-24 08:50:50,legit
30.0,456.0,41.0,44.0,216.0,CAN,Yes,Orlando,2023-07-24 08:51:15,legit
24.0,404.0,42.0,44.0,388.0,RUS,Yes,Key West,2023-07-24 08:50:38,legit
24.0,477.0,36.0,30.0,285.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
18.0,557.0,33.0,58.0,378.0,RUS,No,Key West,2023-07-24 08:51:18,legit
27.0,417.0,45.0,47.0,268.0,CAN,No,Orlando,2023-07-24 08:51:15,legit
29.0,473.0,41.0,46.0,256.0,CAN,No,Orlando,2023-07-24 08:50:38,legit
20.0,482.0,46.0,47.0,215.0,RUS,No,Tampa,2023-07-24 08:50:39,fraud
31.0,625.0,23.0,24.0,222.0,CAN,Yes,Tampa,2023-07-24 08:50:42,legit
31.0,479.0,27.0,57.0,138.0,RUS,Yes,Key West,2023-07-24 08:50:48,fraud
21.0,501.0,38.0,64.0,348.0,RUS,Yes,Tampa,2023-07-24 08:51:36,legit
20.0,428.0,38.0,64.0,386.0,RUS,Yes,Tampa,2023-07-24 08:51:08,legit
27.0,434.0,43.0,61.0,265.0,RUS,No,Tampa,2023-07-24 08:50:38,fraud
16.0,556.0,54.0,61.0,305.0,RUS,Yes,Tampa,2023-07-24 08:51:02,legit
34.0,585.0,29.0,58.0,171.0,RUS,Yes,Key West,2023-07-24 08:51:13,fraud
12.0,368.0,28.0,56.0,351.0,CAN,Yes,Tampa,2023-07-24 08:51:10,legit
29.0,419.0,44.0,31.0,226.0,CAN,Yes,Orlando,2023-07-24 08:51:37,legit
29.0,557.0,31.0,40.0,209.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
37.0,595.0,30.0,31.0,157.0,CAN,Yes,Orlando,2023-07-24 08:51:13,legit
17.0,397.0,40.0,44.0,330.0,CAN,Yes,Orlando,2023-07-24 08:51:35,legit
31.0,433.0,41.0,56.0,215.0,RUS,Yes,Orlando,2023-07-24 08:51:11,legit
34.0,602.0,30.0,27.0,197.0,CAN,Yes,Tampa,2023-07-24 08:50:57,legit
20.0,607.0,29.0,83.0,356.0,RUS,No,Key West,2023-07-24 08:51:15,legit
34.0,579.0,32.0,46.0,142.0,CAN,No,Tampa,2023-07-24 08:51:26,legit
21.0,392.0,36.0,36.0,176.0,RUS,No,Tampa,2023-07-24 08:50:59,fraud
27.0,499.0,36.0,51.0,261.0,CAN,Yes,Orlando,2023-07-24 08:51:00,legit
31.0,526.0,31.0,39.0,211.0,RUS,Yes,Orlando,2023-07-24 08:50:59,legit
19.0,695.0,55.0,67.0,306.0,CAN,No,Key West,2023-07-24 08:51:14,legit
20.0,574.0,39.0,40.0,279.0,RUS,No,Tampa,2023-07-24 08:50:53,fraud
19.0,316.0,30.0,41.0,404.0,RUS,No,Key West,2023-07-24 08:51:28,legit
31.0,517.0,35.0,43.0,232.0,CAN,Yes,Tampa,2023-07-24 08:51:18,legit
22.0,690.0,44.0,75.0,335.0,RUS,Yes,Key West,2023-07-24 08:51:18,legit
19.0,479.0,21.0,70.0,363.0,RUS,No,Key West,2023-07-24 08:50:42,legit
27.0,395.0,44.0,42.0,329.0,RUS,Yes,Orlando,2023-07-24 08:51:36,legit
21.0,569.0,38.0,55.0,404.0,RUS,No,Key West,2023-07-24 08:50:40,legit
30.0,505.0,35.0,24.0,240.0,CAN,Yes,Orlando,2023-07-24 08:50:52,legit
20.0,364.0,33.0,51.0,412.0,RUS,No,Tampa,2023-07-24 08:51:27,legit
21.0,501.0,54.0,47.0,228.0,RUS,No,Tampa,2023-07-24 08:51:11,fraud
35.0,491.0,38.0,47.0,183.0,RUS,Yes,Orlando,2023-07-24 08:51:31,legit
31.0,573.0,31.0,40.0,148.0,CAN,Yes,Orlando,2023-07-24 08:51:27,legit
20.0,437.0,36.0,70.0,377.0,RUS,Yes,Tampa,2023-07-24 08:51:09,legit
21.0,413.0,31.0,60.0,401.0,USA,Yes,Tampa,2023-07-24 08:51:28,legit
29.0,460.0,38.0,53.0,202.0,CAN,Yes,Orlando,2023-07-24 08:51:12,legit
19.0,505.0,29.0,65.0,406.0,RUS,No,Tampa,2023-07-24 08:51:37,legit
32.0,473.0,44.0,42.0,198.0,CAN,No,Tampa,2023-07-24 08:50:38,legit
16.0,556.0,39.0,42.0,210.0,RUS,No,Tampa,2023-07-24 08:50:47,fraud
15.0,493.0,26.0,64.0,376.0,RUS,No,Miami,2023-07-24 08:51:19,legit
18.0,599.0,37.0,67.0,383.0,RUS,No,Key West,2023-07-24 08:50:52,legit
20.0,506.0,47.0,52.0,345.0,CAN,No,Tampa,2023-07-24 08:51:19,legit
25.0,484.0,38.0,45.0,246.0,CAN,No,Orlando,2023-07-24 08:50:57,legit
34.0,529.0,39.0,49.0,191.0,CAN,No,Orlando,2023-07-24 08:50:51,legit
29.0,539.0,30.0,32.0,200.0,CAN,Yes,Orlando,2023-07-24 08:51:05,legit
32.0,504.0,28.0,56.0,126.0,RUS,No,Key West,2023-07-24 08:50:47,fraud
28.0,447.0,52.0,80.0,310.0,CAN,Yes,Orlando,2023-07-24 08:51:09,fraud
26.0,443.0,39.0,35.0,215.0,CAN,Yes,Orlando,2023-07-24 08:51:26,legit
30.0,518.0,34.0,52.0,238.0,CAN,Yes,Orlando,2023-07-24 08:51:28,legit
13.0,313.0,26.0,54.0,350.0,RUS,Yes,Tampa,2023-07-24 08:51:28,legit
22.0,474.0,33.0,37.0,285.0,CAN,Yes,Orlando,2023-07-24 08:50:58,legit
33.0,635.0,24.0,29.0,174.0,CAN,Yes,Tampa,2023-07-24 08:50:59,legit
26.0,325.0,48.0,51.0,253.0,CAN,Yes,Orlando,2023-07-24 08:51:35,legit
30.0,494.0,40.0,40.0,229.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
24.0,381.0,47.0,51.0,338.0,RUS,Yes,Key West,2023-07-24 08:50:55,legit
30.0,437.0,44.0,45.0,233.0,CAN,No,Orlando,2023-07-24 08:51:21,legit
32.0,533.0,35.0,53.0,176.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
18.0,463.0,41.0,73.0,289.0,CAN,Yes,Tampa,2023-07-24 08:51:36,legit
31.0,760.0,20.0,58.0,131.0,USA,Yes,Key West,2023-07-24 08:51:36,fraud
20.0,475.0,19.0,40.0,325.0,RUS,No,Key West,2023-07-24 08:51:25,fraud
18.0,491.0,53.0,54.0,302.0,CAN,Yes,Tampa,2023-07-24 08:51:08,legit
33.0,496.0,39.0,38.0,213.0,CAN,Yes,Orlando,2023-07-24 08:51:03,legit
26.0,715.0,52.0,65.0,281.0,RUS,Yes,Key West,2023-07-24 08:51:25,legit
33.0,490.0,41.0,39.0,224.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
18.0,656.0,43.0,67.0,314.0,RUS,Yes,Tampa,2023-07-24 08:50:59,legit
19.0,438.0,42.0,51.0,388.0,RUS,Yes,Orlando,2023-07-24 08:51:12,legit
36.0,548.0,34.0,38.0,154.0,CAN,No,Orlando,2023-07-24 08:50:43,legit
19.0,387.0,32.0,55.0,380.0,RUS,Yes,Tampa,2023-07-24 08:51:31,legit
22.0,271.0,54.0,54.0,374.0,RUS,Yes,Orlando,2023-07-24 08:50:44,legit
19.0,738.0,34.0,47.0,220.0,RUS,No,Key West,2023-07-24 08:51:35,fraud
32.0,560.0,31.0,46.0,160.0,CAN,Yes,Orlando,2023-07-24 08:50:39,legit
38.0,519.0,30.0,45.0,135.0,RUS,Yes,Key West,2023-07-24 08:51:15,fraud
16.0,365.0,15.0,75.0,382.0,RUS,No,Key West,2023-07-24 08:51:05,legit
31.0,554.0,34.0,35.0,253.0,RUS,Yes,Orlando,2023-07-24 08:51:21,legit
